     Informal money lender,2,3,0,0,0,0,0,0,0,0,0,0
     Assembler,2,3,0,15,24,0,0,0,0,0,0,0
     Cooperative,2,3,0,12,14,0,4,5,0,5,5,0
     Palay Trader,0,0,0,0,0,0,95,93,100,95,95,0
     Miller,0,0,0,0,0,0,2,2,0,0,0,0
Agusan del Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 22),(n = 14),(n = 8),(n = 17),(n = 11),(n = 6),(n = 51),(n = 30),(n = 21),(n = 51),(n = 34),(n = 17)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,5,7,0,0,0,0,4,7,0,6,0,18
     Picked-up,95,93,100,100,100,100,94,93,95,86,97,65
     No response,0,0,0,0,0,0,2,0,5,8,3,18
Mode of Payment,,,,,,,,,,,,
     Cash,100,100,100,94,91,100,96,97,95,84,85,82
     Credit,0,0,0,6,9,0,2,3,0,8,12,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,50,71,13,29,45,0,0,0,0,0,0,0
     Wholesaler,32,14,63,53,36,83,0,0,0,0,0,0
     Informal money lender,14,7,25,18,18,17,0,0,0,0,0,0
     Palay Trader,5,7,0,0,0,0,80,100,52,71,76,59
     Assembler,0,0,0,0,0,0,10,0,24,4,6,0
     Miller,0,0,0,0,0,0,8,0,19,6,0,18
     Canvasser,0,0,0,0,0,0,0,0,0,8,12,0
     Creditor/Lender,0,0,0,0,0,0,0,0,0,4,3,6
     Co-farmer,0,0,0,0,0,0,0,0,0,2,3,0
Agusan del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 40),(n = 26),(n = 14),(n = 39),(n = 24),(n = 15),(n = 50),(n = 32),(n = 18),(n = 60),(n = 32),(n = 28)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,38,27,57,15,4,33,44,38,56,27,31,21
     Picked-up,63,73,43,85,96,67,56,63,44,72,66,79
     No response,0,0,0,0,0,0,0,0,0,2,3,0
Mode of Payment,,,,,,,,,,,,
     Cash,100,100,100,100,100,100,100,100,100,98,97,100
     Credit,0,0,0,0,0,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,53,54,50,31,29,33,0,0,0,0,0,0
     Wholesaler,20,23,14,28,38,13,0,0,0,0,0,0
     Assembler,15,12,21,21,13,33,0,0,0,2,0,4
     Retailer,8,8,7,3,4,0,0,0,0,0,0,0
     Informal money lender,3,0,7,5,8,0,0,0,0,0,0,0
     Miller,0,0,0,8,8,7,0,0,0,0,0,0
     Input dealer,0,0,0,3,0,7,0,0,0,0,0,0
     Traveller,0,0,0,3,0,7,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,60,53,72,60,59,61
     Miller,0,0,0,0,0,0,26,28,22,2,3,0
     Private company,0,0,0,0,0,0,4,6,0,0,0,0
     Creditor/Lender,0,0,0,0,0,0,4,6,0,20,28,11
     Striker,0,0,0,0,0,0,0,0,0,8,3,14
     Private,0,0,0,0,0,0,0,0,0,3,6,0
     Agents,0,0,0,0,0,0,0,0,0,3,0,7
     Cooperative,0,0,0,0,0,0,0,0,0,2,0,4
     Othersa,0,0,0,0,0,0,6,6,6,0,0,0
Maguindanao,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 37),(n = 23),(n = 14),(n = 11),(n = 11),(n = 0),(n = 64),(n = 57),(n = 7),(n = 34),(n = 31),(n = 3)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,78,65,100,100,100,0,58,53,100,41,39,67
     Picked-up,19,30,0,0,0,0,42,47,0,59,61,33
     No response,3,4,0,0,0,0,0,0,0,0,0,0
Mode of Payment,,,,,,,,,,,,
     Cash,97,96,100,100,100,0,100,100,100,100,100,100
     Credit,0,0,0,0,0,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,38,26,57,82,82,0,0,0,0,0,0,0
     Wholesaler-retailer,32,35,29,0,0,0,0,0,0,0,0,0
     Input dealer,11,17,0,9,9,0,0,0,0,0,0,0
     Cooperative,5,9,0,0,0,0,0,0,0,0,0,0
     NFA,3,4,0,0,0,0,0,0,0,0,0,0
     Buy and sell,0,0,0,9,9,0,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,95,95,100,97,97,100
     Creditor/Lender,0,0,0,0,0,0,5,5,0,3,3,0
     Assembler,0,0,0,0,0,0,0,0,0,9,10,0
     Miller,0,0,0,0,0,0,0,0,0,3,3,0
