Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,90,315,120,359,0,0,12,67,17,87,5,22,30,108,12,69,54,143,28,92,17,93,39,92,151,377,197,428,29,105,180,602,186,510,171,753
    Land preparation,1802,1581,1836,1505,1700,1855,2368,1684,2781,1845,1810,1277,2410,2275,2446,2313,2364,2270,2821,2766,2411,2644,3218,2866,3767,5257,2922,3501,6059,7997,3330,5528,3473,6393,3058,3377
    Crop establishment,1287,1395,1342,1257,1123,1797,1719,1375,1943,1377,1415,1346,2058,1673,2390,1822,1624,1370,2254,1669,2265,1772,2244,1593,4241,6855,3405,2995,6509,12126,3024,3788,2878,2927,3303,5071
    Crop care and maintenance,805,1075,919,1046,462,1130,826,1155,1206,1343,314,529,269,421,229,319,320,529,545,852,423,619,663,1025,810,1910,841,1951,726,1825,361,1097,291,770,495,1542
    Harvesting and threshing,4783,3176,5109,3289,3807,2688,5164,3549,5480,4060,4738,2760,7858,4244,7911,5187,7790,2641,9607,5119,8823,6373,10364,3463,8553,5878,8420,5976,8915,5693,12246,10707,11754,10565,13183,11046
    Post-harvest labor,432,647,527,713,146,226,1062,1338,1782,1371,92,188,541,501,637,530,416,439,642,586,893,602,399,461,933,1269,1124,1403,415,537,832,1542,1095,1815,333,533
    Permanent hired labor,270,1256,361,1443,0,0,160,1094,278,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,4736,1481,5497,143,525,432,2013,565,2416,179,788
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,90,60,88,60,94,62,137,100,183,88,74,81,478,390,587,462,335,201,483,406,449,467,516,342,905,1595,978,1807,706,760,1781,4325,1336,2277,2627,6639
    Land preparation,782,799,777,879,795,513,950,786,1101,893,747,574,1751,2219,1816,2368,1666,2049,2051,2186,1626,1944,2461,2357,2307,2712,2013,2599,3103,2898,2716,4464,2285,4580,3535,4170
    Crop establishment,444,700,406,676,559,785,1422,1184,1931,1152,736,847,1034,961,1097,1004,951,915,1292,2315,1160,1914,1420,2673,2101,3712,2097,4162,2110,2112,4885,23559,2141,3952,10098,39548
    Crop care and maintenance,799,720,678,691,1164,707,1715,1035,1659,1008,1791,1092,2454,2512,3369,2830,1257,1302,3140,2278,4403,1966,1918,1872,4247,16229,1911,2987,10588,30380,2524,3900,1916,1761,3679,6065
    Harvesting and threshing,403,1228,370,1250,502,1204,226,913,278,1179,157,322,457,733,454,797,461,656,459,1052,501,1074,418,1047,1089,3911,1180,4427,843,1957,1273,4621,1763,5579,340,1327
    Post-harvest labor,46,70,31,59,89,86,458,317,502,340,398,282,230,275,206,259,261,296,218,276,207,312,228,241,0,0,0,0,0,0,1173,5878,492,1645,2467,9698
Total Labor Costs,12033,,12564,,10440,,16220,,19139,,12278,,19570,,21153,,17500,,23540,,23180,,23888,,30224,,26569,,40147,,34759,,30174,,43469,
Occidental Mindoro,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 51),,(n = 26),,(n = 25),,(n = 25),,(n = 25),,(n = 0),,(n = 60),,(n = 43),,(n = 17),,(n = 33),,(n = 33),,(n = 0),,(n = 118),,(n = 76),,(n = 42),,(n = 94),,(n = 88),,(n = 6),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,41,124,7,36,76,168,4,20,4,20,,,8,37,12,43,0,0,17,88,17,88,,,67,244,25,85,142,385,131,349,124,348,238,369
    Land preparation,1245,1098,1431,1080,1051,1105,1143,1252,1143,1252,,,1088,1227,913,1093,1531,1457,564,819,564,819,,,983,1435,643,1068,1599,1786,1825,2248,1766,2288,2690,1402
    Crop establishment,2219,825,2331,608,2102,1002,1861,1195,1861,1195,,,3570,1420,3681,1421,3290,1418,3238,1296,3238,1296,,,5176,7954,4481,2509,6432,12904,5149,4196,5081,4060,6148,6281
    Crop care and maintenance,181,450,129,427,235,476,103,277,103,277,,,73,172,62,149,100,224,132,327,132,327,,,241,802,252,932,221,495,449,863,419,821,881,1365
    Harvesting and threshing,4966,915,5046,825,4883,1010,5040,1270,5040,1270,,,7632,2047,7401,2284,8217,1120,7485,2927,7485,2927,,,6407,3402,6131,2276,6906,4812,6415,3025,6196,2924,9629,2866
    Post-harvest labor,99,145,103,147,94,145,468,273,468,273,,,194,300,233,332,95,167,344,383,344,383,,,571,691,508,416,684,1013,1332,1227,1395,1243,414,183
    Permanent hired labor,742,1839,1035,2227,438,1299,1297,2803,1297,2803,,,2239,3754,2296,3939,2095,3346,5425,6085,5425,6085,,,3193,4613,3662,4659,2344,4456,2417,4876,2582,4998,0,0
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,91,62,90,61,92,65,138,123,138,123,,,352,417,365,446,320,342,332,502,332,502,,,353,670,358,741,343,526,495,800,479,812,731,595
    Land preparation,356,422,289,427,426,414,822,738,822,738,,,1273,1394,1293,1427,1221,1347,1217,1349,1217,1349,,,1168,2078,1003,1778,1468,2528,989,1546,1029,1589,400,322
    Crop establishment,71,231,41,110,102,310,627,689,627,689,,,285,342,310,384,222,195,206,380,206,380,,,386,857,230,323,670,1333,232,646,237,665,167,258
    Crop care and maintenance,254,210,303,243,203,159,682,408,682,408,,,1296,1367,1544,1505,670,607,1147,1306,1147,1306,,,1676,3596,1347,3210,2272,4183,2349,7037,2392,7267,1708,1288
    Harvesting and threshing,64,268,25,126,105,360,86,313,86,313,,,0,0,0,0,0,0,205,664,205,664,,,143,1094,0,0,402,1819,0,0,0,0,0,0
    Post-harvest labor,88,75,91,72,86,79,257,212,257,212,,,179,203,156,177,235,254,154,231,154,231,,,0,0,0,0,0,0,27,105,29,109,0,0
Total Labor Costs,10417,,10921,,9892,,12529,,12529,,0,,18189,,18266,,17996,,20466,,20466,,0,,20363,,18639,,23481,,21809,,21728,,23006,
Oriental Mindoro,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 85),,(n = 67),,(n = 18),,(n = 75),,(n = 71),,(n = 4),,(n = 82),,(n = 73),,(n = 9),,(n = 86),,(n = 70),,(n = 16),,(n = 164),,(n = 140),,(n = 24),,(n = 166),,(n = 144),,(n = 22),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,34,112,43,125,0,0,6,37,6,38,0,0,42,145,46,153,11,33,42,148,32,134,88,198,106,417,124,449,0,0,55,155,63,165,8,27
    Land preparation,1775,1696,1622,1642,2345,1821,2099,1871,2045,1862,3053,2059,2297,2228,2119,2128,3733,2622,2338,2120,2382,2233,2144,1578,2955,3776,2846,3957,3588,2436,3381,4869,2736,2765,7601,10617
    Crop establishment,817,985,987,1016,184,493,1689,2505,1776,2547,150,300,1790,1739,1920,1737,734,1433,1611,1592,1577,1589,1757,1646,3335,3439,3405,3399,2924,3711,3967,5502,3896,4403,4438,10274
    Crop care and maintenance,681,937,635,941,851,930,928,1772,946,1803,600,1200,325,545,259,433,863,981,311,623,330,650,228,494,600,1057,588,1075,669,967,1047,2004,1091,1993,760,2100
    Harvesting and threshing,4819,2045,5192,1973,3431,1721,6521,3090,6563,3148,5774,1872,7439,2939,7570,3020,6376,1986,9881,3877,10023,3879,9258,3931,7258,5136,7519,5284,5734,3919,5705,3929,5836,3989,4849,3470
    Post-harvest labor,437,497,427,494,472,520,511,545,523,556,311,243,431,441,413,438,583,468,594,438,611,459,519,330,1147,776,1208,793,788,557,1049,766,1098,798,729,394
    Permanent hired labor,524,1567,450,1467,796,1917,354,1071,374,1098,0,0,662,1943,744,2046,0,0,1025,2457,1259,2672,0,0,1717,4815,1923,5138,512,1735,1084,3373,1025,3407,1468,3193
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,47,60,54,62,18,47,66,75,70,76,0,0,133,203,138,196,89,267,155,242,161,256,127,174,224,624,249,669,74,170,319,736,358,780,64,175
    Land preparation,696,732,687,616,727,1082,766,759,764,741,806,1184,1332,1645,1424,1703,587,780,1585,1965,1531,1875,1820,2372,852,1075,910,1104,515,823,1160,1455,1245,1513,599,819
    Crop establishment,226,572,232,558,202,638,809,865,841,876,237,320,241,376,245,395,206,162,311,611,329,670,232,208,523,842,523,869,523,684,429,785,393,673,661,1304
    Crop care and maintenance,2586,1855,2966,1878,1169,775,1714,865,1701,885,1942,330,1565,1413,1695,1440,514,403,1800,1566,1838,1637,1636,1240,1463,2151,1508,2244,1200,1507,2237,3140,2420,3314,1045,972
    Harvesting and threshing,193,799,108,590,508,1292,46,200,49,206,0,0,63,264,43,247,222,353,88,378,101,415,32,106,0,3,0,3,0,0,50,270,11,66,306,682
    Post-harvest labor,57,76,58,75,54,82,365,281,367,284,337,256,131,207,130,212,144,175,113,141,113,143,113,135,0,0,0,0,0,0,10,67,10,71,12,39
Total Labor Costs,12890,,13463,,10758,,15874,,16024,,13210,,16451,,16745,,14062,,19854,,20288,,17954,,20178,,20804,,16527,,20495,,20183,,22540,
Palawan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 116),,(n = 66),,(n = 50),,(n = 96),,(n = 66),,(n = 30),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,314,73,415,0,0,28,191,40,230,0,0
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2610,2645,2114,2618,3264,2560,2668,2371,2568,2191,2890,2753
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,580,1721,422,1047,787,2328,541,1466,630,1695,345,738
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,196,443,183,412,214,484,439,1068,493,999,320,1218
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7545,4535,6685,2718,8681,6014,7388,2949,7781,2971,6522,2753
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,443,453,356,327,558,562,467,431,605,429,164,240
    Permanent hired labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,326,1254,573,1624,0,0,467,1711,679,2032,0,0
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,61,327,29,163,105,462,29,148,34,173,18,67
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2431,4110,2200,3272,2736,5028,1649,2181,1223,1668,2586,2833
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,295,408,295,390,296,434,240,319,191,208,348,467
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2070,2647,1858,2041,2349,3283,2521,2028,2123,1546,3398,2639
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,400,1398,311,1130,518,1694,87,366,47,186,176,591
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,164,384,61,188,391,571
Total Labor Costs,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,16999,,15099,,19508,,16687,,16474,,17157,
Albay,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 48),,(n = 30),,(n = 18),,(n = 48),,(n = 29),,(n = 19),,(n = 60),,(n = 49),,(n = 11),,(n = 60),,(n = 52),,(n = 8),,(n = 120),,(n = 98),,(n = 22),,(n = 112),,(n = 102),,(n = 10),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,31,112,41,134,14,59,123,289,163,336,61,190,112,226,131,243,27,90,89,204,103,216,0,0,67,200,81,218,0,0,783,2886,848,3017,123,160
    Land preparation,1641,1765,1440,1467,1978,2179,2037,1745,2134,1707,1889,1840,2051,1776,2211,1777,1336,1661,2713,2231,2984,2184,950,1762,6212,5770,5938,5653,7432,6260,4964,4588,4816,4464,6464,5769
    Crop establishment,1443,943,1406,1009,1506,844,2045,1269,2385,1333,1525,986,3032,1700,3142,1819,2542,916,2957,1318,3156,1299,1665,390,5585,3248,5705,3361,5047,2689,5770,3266,5933,3290,4104,2588
    Crop care and maintenance,920,1026,1062,1054,683,959,1038,1178,1338,1339,579,683,284,586,324,630,109,277,615,759,658,775,332,606,1232,1834,1250,1783,1155,2088,1310,1672,1382,1722,580,755
    Harvesting and threshing,3063,1912,3106,1944,2992,1911,3469,2129,4000,2005,2658,2104,5508,2548,5978,2494,3412,1588,6022,2949,6243,3069,4591,1394,8352,5020,8794,5134,6383,4013,11623,11367,11935,11798,8435,4343
    Post-harvest labor,167,292,140,328,211,224,433,731,537,902,275,291,230,344,239,365,191,239,216,261,215,276,218,141,578,560,580,551,567,612,1049,906,1040,917,1138,825
    Permanent hired labor,117,440,187,548,0,0,0,0,0,0,0,0,173,783,212,863,0,0,159,862,183,924,0,0,576,1966,632,2116,327,1059,83,620,91,650,0,0
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,80,46,91,54,62,20,105,71,91,75,125,61,731,569,692,574,905,539,655,463,649,486,691,286,194,377,204,412,152,124,689,898,694,938,646,269
    Land preparation,462,512,411,460,548,591,511,567,493,583,539,555,1284,1566,1062,1325,2277,2173,1581,1616,1453,1617,2412,1432,1771,2091,1539,1966,2803,2355,1502,2016,1284,1723,3731,3280
    Crop establishment,370,591,394,677,330,423,866,676,1177,622,392,444,915,801,872,776,1106,922,738,1099,742,1164,709,544,622,935,550,927,944,923,654,957,596,952,1252,833
    Crop care and maintenance,945,717,1236,761,461,186,1136,693,1451,584,654,566,2301,1773,2351,1851,2082,1423,2797,1871,2915,1974,2026,591,4194,5251,4106,5450,4589,4343,4486,7018,4285,7222,6537,4123
    Harvesting and threshing,433,699,490,691,338,723,345,863,461,1065,167,356,366,568,275,516,771,637,221,549,229,584,169,233,235,1193,288,1316,0,0,252,1231,277,1288,0,0
    Post-harvest labor,65,76,87,80,28,55,356,236,396,280,295,129,270,301,288,319,192,195,203,242,186,239,314,249,78,385,92,425,13,27,69,393,74,412,19,40
Total Labor Costs,9738,,10090,,9150,,12462,,14626,,9159,,17259,,17777,,14951,,18963,,19715,,14076,,29695,,29760,,29410,,33235,,33256,,33029,
Camarines Sur,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 90),,(n = 70),,(n = 19),,(n = 76),,(n = 69),,(n = 7),,(n = 106),,(n = 79),,(n = 27),,(n = 114),,(n = 75),,(n = 39),,(n = 224),,(n = 144),,(n = 80),,(n = 224),,(n = 160),,(n = 64),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,23,66,28,73,0,0,39,121,43,126,0,0,64,185,84,210,4,19,83,204,109,240,32,91,39,182,28,115,59,263,276,887,310,1020,190,382
    Land preparation,2004,1586,2113,1607,1596,1524,2049,1563,2101,1548,1529,1735,2530,2469,2829,2519,1653,2121,2228,2073,2421,2139,1856,1910,3371,3484,3908,3849,2404,2446,2875,2541,3047,2750,2445,1871
    Crop establishment,605,907,734,946,26,56,645,1189,710,1230,0,0,1072,1488,1192,1521,721,1351,1109,1453,1238,1467,861,1409,2183,2701,2619,2780,1397,2371,2025,2805,2118,2817,1792,2781
    Crop care and maintenance,297,543,359,598,85,151,298,562,326,582,29,76,273,505,335,560,90,212,395,663,518,747,159,365,825,1466,878,1485,730,1438,921,2001,1046,2247,610,1139
    Harvesting and threshing,2815,1321,3065,1316,1917,938,3806,1786,3895,1828,2926,1003,4335,2086,4537,2264,3742,1303,4799,2500,5499,2543,3454,1780,7535,3845,8284,4090,6187,2930,8431,5222,9000,5536,7010,4038
    Post-harvest labor,295,228,330,235,158,140,550,552,595,557,108,210,679,489,707,518,596,388,627,531,756,565,378,347,837,691,876,678,766,713,1094,1011,1226,1101,764,634
    Permanent hired labor,81,542,104,613,0,0,145,908,160,953,0,0,448,1515,497,1616,306,1190,469,1586,440,1644,524,1487,829,2951,742,2153,986,4019,681,2927,573,2037,953,4444
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,23,39,28,42,0,0,26,55,29,57,0,0,107,180,118,186,76,162,107,206,139,234,47,117,28,86,40,104,6,27,114,295,86,184,183,464
    Land preparation,470,576,444,570,578,616,610,638,595,654,754,453,1270,1570,1005,1350,2045,1910,1173,1444,1148,1534,1220,1272,992,1484,886,1464,1182,1510,4671,39642,6033,46869,1266,1433
    Crop establishment,63,97,69,109,40,20,995,572,1085,521,105,56,201,256,221,286,143,123,305,584,383,701,155,143,257,401,253,365,264,460,486,1540,544,1785,343,565
    Crop care and maintenance,1625,1024,1777,1091,1043,414,1329,732,1310,756,1519,403,1679,1780,1994,1936,756,610,1631,2137,2194,2420,549,584,1670,2211,1844,2544,1355,1391,1865,2693,1758,2083,2131,3823
    Harvesting and threshing,152,515,158,499,137,596,131,462,128,478,160,288,84,313,85,309,82,332,133,538,181,634,41,256,68,391,101,483,9,48,51,189,61,216,26,84
    Post-harvest labor,47,71,44,73,59,66,283,214,269,217,426,122,128,216,103,177,202,294,169,290,184,318,140,226,17,82,17,86,19,75,33,161,20,105,67,250
Total Labor Costs,8499,,9253,,5640,,10905,,11245,,7556,,12869,,13708,,10416,,13228,,15211,,9415,,18650,,20476,,15365,,23524,,25821,,17780,
Antique,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 120),,(n = 58),,(n = 62),,(n = 84),,(n = 56),,(n = 28),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4297,2853,4650,2460,3967,3161,4690,3274,5366,3213,3339,3013
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,610,887,797,1063,434,644,494,717,587,784,309,525
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,671,1468,653,1376,689,1560,345,918,310,904,415,959
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7699,3772,8121,4050,7304,3478,5617,3365,5713,3403,5424,3342
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,736,753,688,770,781,740,579,643,487,570,763,745
    Permanent hired labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2058,3742,1689,2611,2402,4550,2497,3316,2569,3565,2355,2808
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,15,119,32,171,0,0,0,0,0,0,0,0
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,979,1542,795,1294,1150,1736,1131,2025,936,1354,1523,2938
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,480,843,354,733,598,924,306,503,325,528,268,456
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1310,1476,1592,1654,1047,1243,1014,1247,1259,1369,523,766
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6,30,5,26,6,33,5,35,0,0,16,61
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,34,143,51,173,0,0
Total Labor Costs,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,18861,,19376,,18379,,16713,,17601,,14936,
Capiz,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 118),,(n = 62),,(n = 56),,(n = 114),,(n = 80),,(n = 34),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,39,10,53,0,0,44,238,38,236,61,246
