Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,13.22,9.61,13.62,9.58,10.06,8.42,10.61,11.44,10.54,11.5,14.81,0,24.64,16.06,24.88,16.13,19.94,13.94,20.82,18.16,20.82,18.16,0,0,17.44,14.1,18.89,13.88,12.88,13.52,15.13,14.04,15.13,14.04,0,0
     Seedling management,0.13,0.24,0.14,0.25,0.08,0.19,0.14,0.39,0.14,0.39,0,,0.49,0.77,0.51,0.78,0.14,0.38,0.49,0.87,0.49,0.87,,,0.2,0.62,0.22,0.65,0.13,0.48,0.18,0.55,0.18,0.55,,
     Land preparation,2.57,2.32,2.51,2.31,3.18,2.37,4.15,2.52,4.14,2.54,4.5,,4.02,4.02,4.04,3.98,3.65,5.2,4.69,3.98,4.69,3.98,,,2.38,2.77,2.44,2.64,2.21,3.2,2.43,2.6,2.43,2.6,,
     Crop establishment,10.05,5.82,10.43,5.72,6.79,5.81,5.95,7.53,5.89,7.57,10.31,,19.9,10.41,20.11,10.52,15.76,7.32,15.24,12.27,15.24,12.27,,,14.47,9.83,15.87,9.71,10.04,8.97,12.18,10.08,12.18,10.08,,
     Crop care & maintenance,0.47,1.23,0.54,1.3,0.01,0.05,0.37,1,0.37,1,0,,0.23,0.86,0.22,0.85,0.39,1.04,0.4,1.04,0.4,1.04,,,0.39,0.88,0.36,0.88,0.5,0.87,0.34,0.81,0.34,0.81,,
  Harvesting and threshing,16.4,4.98,16.67,5.11,14.89,3.53,18.12,6.48,18.28,6.37,6,,18.91,8.76,19.11,8.81,14.86,7.01,18.71,7.2,18.71,7.2,,,6.62,9.53,6.51,10.04,6.93,7.82,3.65,5.84,3.65,5.84,,
  Post-harvest labor,0.77,0.53,0.77,0.53,0.85,0.5,1.68,1.44,1.68,1.45,1.6,,1.58,1.86,1.55,1.87,2.14,1.77,1.94,1.79,1.94,1.79,,,1.5,1.52,1.55,1.48,1.32,1.63,1.61,1.63,1.61,1.63,,
  Permanent hired labor,1.78,4.48,1.96,4.71,0.6,2.16,3.37,7.01,3.42,7.04,0,,2.53,4.86,2.63,4.95,0.57,1.51,3,5.27,3,5.27,,,8.23,14.98,9.34,14.56,4.72,15.94,10.23,19.33,10.23,19.33,,
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,8.42,8.84,8.94,9.25,4.89,3.28,15.85,11.47,15.67,11.4,29.32,0,16.3,18.71,16.37,18.84,14.76,11.96,15.54,17.27,15.54,17.27,0,0,9.88,17.61,10.19,19.35,8.86,9.74,11.38,18.63,11.38,18.63,0,0
     Seedling management,0.42,0.39,0.41,0.38,0.46,0.42,0.3,0.51,0.3,0.51,0.63,,1.85,1.97,1.83,1.97,2.36,2.09,1.27,1.91,1.27,1.91,,,0.79,1.19,0.82,1.26,0.68,0.96,0.69,1.35,0.69,1.35,,
     Land preparation,0.36,1.26,0.41,1.35,0.02,0.08,2.04,2.12,2.03,2.13,2.77,,4.21,4.77,4.07,4.71,7.03,5.53,3.3,3.67,3.3,3.67,,,2.64,3.74,2.51,3.9,3.04,3.22,2.42,3.12,2.42,3.12,,
     Crop establishment,0.06,0.17,0.06,0.18,0.03,0.12,5.33,4.3,5.22,4.21,13.77,,1.54,2.24,1.52,2.27,1.8,1.75,1.34,1.86,1.34,1.86,,,1.13,3.21,1.23,3.65,0.81,0.85,0.95,1.78,0.95,1.78,,
     Crop care & maintenance,7.58,7.02,8.06,7.34,4.38,2.66,8.18,4.54,8.12,4.55,12.15,,8.7,9.73,8.95,9.89,3.57,2.59,9.63,9.83,9.63,9.83,,,5.32,9.47,5.63,10.54,4.33,4.71,7.32,12.38,7.32,12.38,,
  Harvesting and threshing,0.35,2.13,0.33,2.24,0.53,1.31,0.6,2.9,0.37,2.1,18,,0.3,1.15,0.28,1.15,0.71,1.11,0.1,0.55,0.1,0.55,,,0.37,3.35,0.04,0.47,1.4,6.75,0,0.02,0,0.02,,
  Post-harvest labor,0.24,0.35,0.21,0.33,0.4,0.43,1.81,1.73,1.78,1.73,4,,0.61,0.96,0.6,0.95,0.86,1.21,0.45,0.7,0.45,0.7,,,0,0,0,0,0,0,0.11,0.51,0.11,0.51,,
Total Labor,41,,43,,32,,52,,52,,74,,65,,65,,54,,61,,61,,0,,44,,47,,36,,42,,42,,0,
Pampanga,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 56),,(n = 49),,(n = 7),,(n = 41),,(n = 41),,(n = 0),,(n = 49),,(n = 49),,(n = 0),,(n = 50),,(n = 50),,(n = 0),,(n = 57),,(n = 45),,(n = 12),,(n = 56),,(n = 56),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,12.97,9.77,12.7,9.92,14.85,9.03,11.77,9.6,11.77,9.6,0,0,17.52,16.52,17.52,16.52,0,0,12.31,18.38,12.31,18.38,0,0,20.09,17.65,21.4,18.6,15.18,12.39,10.17,14.41,10.17,14.41,0,0
     Seedling management,0.19,0.3,0.19,0.31,0.18,0.26,0.1,0.32,0.1,0.32,,,0.2,0.53,0.2,0.53,,,0.12,0.44,0.12,0.44,,,0.25,0.74,0.29,0.82,0.12,0.22,0.15,0.57,0.15,0.57,,
     Land preparation,2.54,2.43,2.45,2.42,3.16,2.62,2.86,2.39,2.86,2.39,,,1.95,2.38,1.95,2.38,,,3.31,3.75,3.31,3.75,,,3.01,2.93,2.99,3.07,3.08,2.41,2.77,2.81,2.77,2.81,,
     Crop establishment,9.21,5.58,9.02,5.71,10.55,4.77,8.31,6.04,8.31,6.04,,,14.32,9.25,14.32,9.25,,,7.96,11.11,7.96,11.11,,,16.08,12.27,17.35,12.88,11.31,8.5,6.55,9.34,6.55,9.34,,
     Crop care & maintenance,1.03,1.46,1.04,1.48,0.96,1.38,0.5,0.85,0.5,0.85,,,1.05,4.36,1.05,4.36,,,0.92,3.08,0.92,3.08,,,0.75,1.71,0.77,1.83,0.67,1.26,0.7,1.69,0.7,1.69,,
  Harvesting and threshing,16.65,5.71,16.94,5.44,14.56,7.51,20.24,6.83,20.24,6.83,,,13.57,6.34,13.57,6.34,,,16.2,8.59,16.2,8.59,,,9.88,10.11,10.8,10.65,6.42,7.05,8.74,9.88,8.74,9.88,,
  Post-harvest labor,0.59,0.59,0.61,0.6,0.45,0.56,1.27,1.57,1.27,1.57,,,0.76,1.03,0.76,1.03,,,0.6,0.82,0.6,0.82,,,2.62,4.02,2.64,3.4,2.56,6,1.85,2.11,1.85,2.11,,
  Permanent hired labor,1.07,3.57,1.22,3.8,0,0,1.62,4.36,1.62,4.36,,,3.31,6.11,3.31,6.11,,,3.17,5.76,3.17,5.76,,,4.32,6.93,4.83,7.5,2.37,3.82,5.74,9.34,5.74,9.34,,
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,4.66,6.97,4.69,7.32,4.41,2.84,11.51,10.66,11.51,10.66,0,0,15.36,19.16,15.36,19.16,0,0,14.3,19.34,14.3,19.34,0,0,6.25,9.22,6.33,9.2,5.92,9.67,6.87,9.69,6.87,9.69,0,0
     Seedling management,0.43,0.38,0.41,0.38,0.55,0.36,0.51,0.59,0.51,0.59,,,1.19,1.45,1.19,1.45,,,0.31,0.84,0.31,0.84,,,0.46,0.68,0.46,0.7,0.43,0.65,0.18,0.48,0.18,0.48,,
     Land preparation,0.42,1.27,0.48,1.35,0,0,2.44,2.86,2.44,2.86,,,3.78,4.39,3.78,4.39,,,4.61,6.23,4.61,6.23,,,2.57,4.17,2.59,4.06,2.51,4.75,2.3,4.01,2.3,4.01,,
     Crop establishment,0.22,1.6,0.25,1.71,0,0,3.85,3.57,3.85,3.57,,,1,1.7,1,1.7,,,0.84,1.16,0.84,1.16,,,0.51,0.91,0.54,0.98,0.38,0.65,0.41,0.5,0.41,0.5,,
     Crop care & maintenance,3.59,3.72,3.55,3.88,3.86,2.48,4.71,3.64,4.71,3.64,,,9.39,11.62,9.39,11.62,,,8.54,11.11,8.54,11.11,,,2.71,3.46,2.74,3.46,2.6,3.62,3.98,4.7,3.98,4.7,,
  Harvesting and threshing,1.11,3.05,1.02,2.84,1.71,4.54,0.08,0.46,0.08,0.46,,,0.43,1.29,0.43,1.29,,,0.6,1.73,0.6,1.73,,,0,0.04,0.01,0.04,0,0,0,0,0,0,,
  Post-harvest labor,0.13,0.26,0.13,0.25,0.19,0.37,0.99,1.31,0.99,1.31,,,0.76,1.38,0.76,1.38,,,0.8,1.32,0.8,1.32,,,0,0,0,0,0,0,0.01,0.11,0.01,0.11,,
Total Labor,37,,37,,36,,47,,47,,0,,52,,52,,0,,48,,48,,0,,43,,46,,32,,33,,33,,0,
Tarlac,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 76),,(n = 57),,(n = 19),,(n = 37),,(n = 37),,(n = 0),,(n = 86),,(n = 77),,(n = 9),,(n = 45),,(n = 45),,(n = 0),,(n = 86),,(n = 55),,(n = 31),,(n = 52),,(n = 50),,(n = 2),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,12.61,10.25,15.41,9.11,4.23,6.16,12.18,9.72,12.18,9.72,0,0,21.56,12.94,22.02,12.54,17.77,14.67,15.59,16.17,15.59,16.17,0,0,18.76,16.6,20.84,16.26,15.07,15.89,16.26,15.83,16.8,15.78,2.83,3.06
     Seedling management,0.12,0.24,0.17,0.26,0,0,0.11,0.3,0.11,0.3,,,0.38,0.65,0.37,0.66,0.51,0.55,0.27,0.79,0.27,0.79,,,0.39,0.92,0.34,0.73,0.46,1.18,0.31,0.84,0.32,0.85,0,0
     Land preparation,2.44,2.78,2.97,2.98,0.86,0.99,3.13,2.41,3.13,2.41,,,3.56,3.75,3.42,3.66,4.77,4.5,4.22,4.39,4.22,4.39,,,2.97,3.89,3.5,4.23,2.03,3.03,3.02,3.43,3.03,3.47,2.83,3.06
     Crop establishment,9.8,5.81,11.94,4.24,3.37,5.17,8.69,6.26,8.69,6.26,,,17.43,7.91,18.02,7.56,12.44,9.51,10.62,9.17,10.62,9.17,,,14.6,10.08,16.42,10.12,11.38,9.33,12.26,9.8,12.75,9.67,0,0
     Crop care & maintenance,0.25,1.42,0.33,1.63,0,0,0.25,0.75,0.25,0.75,,,0.19,0.63,0.21,0.66,0.05,0.11,0.48,1.82,0.48,1.82,,,0.8,1.71,0.58,1.18,1.2,2.35,0.67,1.76,0.7,1.79,0,0
  Harvesting and threshing,13.11,7.37,15.96,5.85,4.57,4.12,17.61,6.01,17.61,6.01,,,16.23,8.88,16.01,8.62,18.11,11.23,15.43,9.1,15.43,9.1,,,11.29,11.5,10.65,12.05,12.41,10.57,8.54,14.09,7.17,9.53,42.75,56.92
  Post-harvest labor,0.28,0.45,0.36,0.48,0.04,0.19,0.68,0.73,0.68,0.73,,,0.62,0.98,0.55,0.79,1.22,1.99,0.47,0.76,0.47,0.76,,,1.12,1.16,1.27,1.29,0.86,0.84,1.01,0.9,1.03,0.91,0.58,0.59
  Permanent hired labor,1.01,4.37,1.35,5.01,0,0,1.55,5.68,1.55,5.68,,,1,2.91,1.05,3.03,0.56,1.67,3.18,8.82,3.18,8.82,,,5.87,14.35,6.93,13.98,3.98,15.04,7.82,21.94,8.13,22.32,0,0
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,9.64,7.99,10.64,8.6,6.64,4.16,26.8,14.54,26.8,14.54,0,0,15.39,14.14,15.62,13.91,13.4,14.94,30.09,24.91,30.09,24.91,0,0,15.2,19.16,13.25,15.91,18.7,23.22,35.37,47.5,35.59,46.58,30.12,21.5
     Seedling management,0.6,0.36,0.63,0.33,0.51,0.45,0.49,0.58,0.49,0.58,,,1.98,1.72,1.94,1.51,2.3,3.11,1.28,1.66,1.28,1.66,,,1.57,2.4,1.27,1.53,2.11,3.42,1.66,2.54,1.73,2.57,0,0
     Land preparation,0.39,1.65,0.52,1.9,0,0,3.81,2.98,3.81,2.98,,,3.74,3.58,3.72,3.33,3.9,5.56,3.05,3.96,3.05,3.96,,,3.64,4.78,2.94,4.07,4.9,5.68,5.18,6.73,5.26,6.86,3.33,0.94
     Crop establishment,0,0,0,0,0,0,9.4,4.52,9.4,4.52,,,1.27,1.5,1.34,1.55,0.7,0.75,1.7,2.58,1.7,2.58,,,1.2,1.91,0.67,1.03,2.14,2.65,1.73,3.83,1.24,2.19,14,14.14
     Crop care & maintenance,8.65,5.98,9.49,6.37,6.13,3.71,13.1,6.46,13.1,6.46,,,8.4,7.34,8.62,7.52,6.5,5.52,24.06,16.71,24.06,16.71,,,8.79,10.07,8.37,9.28,9.55,11.47,26.8,34.4,27.36,34.96,12.79,6.42
  Harvesting and threshing,3.47,5.46,1.26,3.55,10.09,4.82,0.7,2.77,0.7,2.77,,,0.85,1.44,0.74,1.22,1.78,2.64,1.8,2.72,1.8,2.72,,,0.87,4.16,0.4,2.33,1.71,6.17,0.28,0.9,0.28,0.92,0.25,0.35
  Post-harvest labor,0.66,0.51,0.59,0.53,0.87,0.36,2.94,1.63,2.94,1.63,,,0.95,1.03,0.97,1.05,0.78,0.83,0.24,0.36,0.24,0.36,,,0,0,0,0,0,0,0.16,0.38,0.16,0.39,0.25,0.35
Total Labor,41,,46,,26,,62,,62,,0,,57,,57,,54,,67,,67,,0,,53,,53,,53,,69,,69,,77,
Laguna,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 56),,(n = 38),,(n = 18),,(n = 45),,(n = 36),,(n = 9),,(n = 59),,(n = 59),,(n = 0),,(n = 57),,(n = 56),,(n = 1),,(n = 51),,(n = 43),,(n = 8),,(n = 57),,(n = 46),,(n = 11),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,13.9,9.32,13.56,10.11,14.6,6.9,13.72,10.02,12.85,10.31,17.18,8.11,20.77,16.06,20.77,16.06,0,0,23.75,17.1,24.01,17.14,10,0,23.41,39.3,22.22,36.57,29.82,42.14,28.68,73.72,32.93,80.47,10.88,19.26
     Seedling management,0.13,0.25,0.12,0.27,0.13,0.23,0.18,0.32,0.1,0.26,0.47,0.38,0.38,0.72,0.38,0.72,,,0.55,0.91,0.56,0.92,0,,2.02,9.63,2.27,10.47,0.64,1.26,2.68,16.42,3.32,18.26,0,0
     Land preparation,3.4,3.03,3.35,3.11,3.51,2.92,4.3,2.79,4.03,2.85,5.38,2.38,6.4,5.31,6.4,5.31,,,6.92,5.33,7.05,5.3,0,,6.41,8.32,6.6,8.82,5.43,5.15,11.94,34.1,13.09,37.4,7.12,13.62
     Crop establishment,8.46,4.23,7.93,4.84,9.57,2.21,6.25,4.14,5.99,4.29,7.29,3.48,10.76,5.31,10.76,5.31,,,13.25,7.13,13.31,7.18,10,,13.6,18.81,11.87,14.69,22.92,33.37,10.15,10.01,11.68,10.26,3.76,5.64
     Crop care & maintenance,1.91,1.81,2.16,1.89,1.39,1.54,2.99,2.77,2.73,2.91,4.04,1.87,3.23,4.72,3.23,4.72,,,3.03,3.73,3.09,3.74,0,,1.38,2.54,1.48,2.59,0.83,2.36,3.91,13.19,4.84,14.55,0,0
  Harvesting and threshing,14.35,6.86,14.09,6.83,14.91,7.09,14.17,7.39,12.72,6.91,19.96,6.63,21.8,11.35,21.8,11.35,,,19.99,10.71,19.99,10.81,20,,22.92,44.31,22.55,47.82,24.92,17.17,26.83,29.39,22.41,28.33,45.33,27.57
  Post-harvest labor,0.68,0.62,0.76,0.61,0.51,0.63,1.58,1.7,1.15,1.28,3.26,2.15,2.93,2.82,2.93,2.82,,,3.95,2.98,3.95,3,4,,5.59,10.18,4.88,8.51,9.39,16.93,5.95,9.78,5.98,9.26,5.84,12.21
  Permanent hired labor,0.91,2.62,0.38,1.2,2.04,4.15,1.54,3.82,0.67,2.53,5.02,5.95,0.69,3.2,0.69,3.2,,,2.45,11.65,2.49,11.75,0,,2.34,7.43,2.78,8.03,0,0,0.61,2.88,0.76,3.19,0,0
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,9.15,4.94,9.27,4.02,8.93,6.03,21.04,13.4,21.98,14.09,17.25,8.26,21.7,21.54,21.7,21.54,0,0,22.92,20.63,22.86,20.62,27.17,0,22.47,39.05,23.1,41.3,19.08,21.71,37.65,90.43,28.2,85.57,77.12,72.52
     Seedling management,0.48,0.33,0.5,0.34,0.45,0.33,0.65,0.47,0.7,0.48,0.44,0.34,1.81,1.71,1.81,1.71,,,2.01,1.81,2.01,1.83,2.17,,2.05,2.31,1.91,2.32,2.82,2.21,4.57,7.47,3.17,5.22,10.41,11.98
     Land preparation,0.32,1.2,0.08,0.47,0.84,1.95,2.24,2.86,2.21,3,2.37,2.31,6.47,7.23,6.47,7.23,,,5.77,6.08,5.7,6.11,10,,6.38,10.72,7.04,11.5,2.81,3.13,9.54,14.41,5.36,9.14,27,19.27
     Crop establishment,0.01,0.05,0.01,0.06,0,0,6.59,5.69,7.48,5.95,3.02,2.33,1.87,2.73,1.87,2.73,,,2.09,2.47,1.99,2.35,8,,6,11.75,5.92,12.13,6.44,10.16,12.2,53.76,10.9,59.06,17.62,21.18
     Crop care & maintenance,8.34,3.36,8.68,3.15,7.64,3.75,11.56,4.38,11.59,4.66,11.42,3.28,11.55,9.87,11.55,9.87,,,13.05,10.27,13.16,10.33,7,,8.04,14.27,8.23,15.35,7.01,6.21,11.34,14.79,8.77,12.15,22.09,20.09
  Harvesting and threshing,2.7,6.2,2.71,6.59,2.68,5.46,0.92,3.73,1.04,4.13,0.44,1.33,0.22,1.69,0.22,1.69,,,0.88,3.11,0.9,3.13,0,,1.05,3.4,0.53,2.51,3.84,5.85,2.32,7.01,0.17,1.18,11.32,12.61
  Post-harvest labor,0.36,0.58,0.28,0.53,0.54,0.64,2.64,2.19,2.55,2.21,3,2.16,0.86,1.28,0.86,1.28,,,0.71,1.11,0.69,1.11,1.84,,0,0,0,0,0,0,1.1,2.96,0.08,0.33,5.36,4.88
Total Labor,42,,41,,44,,56,,53,,66,,69,,69,,0,,75,,75,,63,,78,,76,,87,,103,,91,,156,
Quezon,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 52),,(n = 39),,(n = 13),,(n = 47),,(n = 27),,(n = 20),,(n = 60),,(n = 34),,(n = 26),,(n = 59),,(n = 29),,(n = 30),,(n = 52),,(n = 38),,(n = 14),,(n = 58),,(n = 38),,(n = 20),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,10.41,9.65,11.18,9.37,8.08,9.87,13.21,10.9,14.74,11.42,11.16,9.78,15.97,17.57,16.88,17.43,14.77,17.19,17.15,18.17,14.93,16.5,19.32,19.38,23.37,29.29,22.4,27.06,26.01,33.87,18.73,23.2,18.17,20.38,19.82,28.12
     Seedling management,0.05,0.17,0.06,0.2,0,0,0.01,0.07,0.02,0.09,0.01,0.03,0.08,0.3,0.01,0.09,0.15,0.44,0.12,0.39,0.07,0.37,0.18,0.41,0.4,1.24,0.5,1.41,0.14,0.53,0.43,1.22,0.52,1.24,0.27,1.19
     Land preparation,2.95,2.8,3.11,2.79,2.46,2.89,4.07,3.66,4.85,4.23,3.02,2.42,4.88,4.88,5.3,4.84,4.32,4.96,6.24,6.4,5.96,6.95,6.52,5.93,6.22,7.36,5.66,5.31,7.74,11.36,5.8,6.05,5.94,5.81,5.54,6.64
     Crop establishment,5.9,5.01,6.12,4.67,5.23,6.08,6.24,4.12,6.67,4,5.66,4.31,7.9,7.77,9.07,8.56,6.38,6.44,8.04,6.6,6.92,5.61,9.11,7.37,14.66,15.36,13.96,14.7,16.56,17.48,11.32,12.92,10.61,10.81,12.68,16.45
     Crop care & maintenance,1.51,1.67,1.89,1.71,0.39,0.9,2.89,3.05,3.2,3.1,2.47,3.02,3.11,4.62,2.5,3.94,3.92,5.35,2.75,4.78,1.98,3.57,3.51,5.67,2.09,5.33,2.28,5.64,1.57,4.5,1.18,3.01,1.1,2.52,1.33,3.84
  Harvesting and threshing,15.54,6.55,15.78,6.35,14.82,7.34,19.37,8.02,21.08,8.45,17.06,6.95,17.4,12,20.35,14.06,13.54,7.2,17.04,9.57,17.34,11.42,16.74,7.54,16.58,11.63,15.3,11.07,20.04,12.81,21.64,17.98,19.72,15.2,25.28,22.33
  Post-harvest labor,0.68,0.73,0.75,0.71,0.48,0.75,1.33,1.31,1.98,1.32,0.45,0.61,2.83,2.4,3.18,2.55,2.38,2.16,2.21,2.15,2.36,2.03,2.06,2.28,3.77,4.01,4.1,3.58,2.86,5.03,2.27,2.54,2.73,2.45,1.4,2.54
  Permanent hired labor,1.02,4.8,1.26,5.5,0.3,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,7.58,2.2,8.07,1.68,6.3,0.47,2.19,0.6,2.62,0.23,1.01
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,6.8,7.05,5.61,6.19,10.38,7.8,23.4,15.24,25.53,14.33,20.53,14.24,27.22,27.75,33.48,31.22,19.05,18.51,26.45,21.16,31.59,20.43,21.46,19.35,31.86,79.79,22.26,35.46,57.91,123.48,38.89,119.11,25.13,38.38,65.04,188.42
     Seedling management,0.6,0.34,0.61,0.34,0.57,0.33,0.79,0.53,1.02,0.46,0.49,0.47,2.41,1.99,2.87,2.29,1.81,1.33,2.16,1.82,2.14,2.22,2.18,1.35,3.02,4.88,3.14,5.42,2.71,3.14,6.4,14.5,5.09,7.86,8.89,22.37
     Land preparation,0.22,1.15,0.19,1.18,0.3,1.09,4.19,2.94,4.67,3.24,3.55,2.43,5.79,6.79,6.07,7.38,5.43,6.05,6.93,6.11,6.92,6.59,6.93,5.73,7.57,8.92,6.56,8.69,10.31,9.28,8.16,13.01,7.21,13.5,9.95,12.17
     Crop establishment,0.03,0.23,0.04,0.26,0,0,7.93,5.97,10.47,5.25,4.5,5.19,5.42,4.88,6.2,5.24,4.4,4.26,3.49,3.3,3.58,3.14,3.4,3.5,6.61,11.1,6.37,12.33,7.24,7.09,15.8,78.77,6.4,11.74,33.67,133.54
     Crop care & maintenance,5.95,5.33,4.77,4.41,9.51,6.38,10.49,5.8,9.37,5.38,11.99,6.15,13.6,14.09,18.34,16.31,7.41,6.87,13.87,9.93,18.95,8.48,8.95,8.77,14.66,54.89,6.19,9.02,37.65,103.97,8.53,12.83,6.43,5.28,12.53,20.34
  Harvesting and threshing,2.19,6.46,1.81,5.92,3.34,8.03,1.16,4.56,1.33,5.84,0.92,1.89,2.33,3.65,2.56,4.16,2.04,2.9,0.98,1.9,0.99,1.9,0.97,1.93,3.32,11.68,3.47,13.13,2.9,6.65,3.68,13.29,5.02,16.01,1.13,4.48
