,(n = 41),(n = 30),(n = 11),(n = 41),(n = 37),(n = 3),(n = 86),(n = 60),(n = 26),(n = 86),(n = 57),(n = 29),(n = 84),(n = 59),(n = 25),(n = 86),(n = 54),(n = 32)
Monthly per capita income (₱),4847,6193,1410,2541,2718,1114,2709,2568,2312,2885,3476,2585,11667,12115,8488,15729,20883,7031
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,48,48,52,45,45,79,66,67,65,53,57,38,42,39,51,26,24,36
     Rice Farming - Off Farm,1,1,0,4,3,9,3,2,6,1,1,4,2,0,6,0,0,0
     Other Farming/Fishing - On Farm,11,11,13,11,11,6,9,9,10,8,6,14,7,8,6,4,3,8
     Other Farming/Fishing - Off Farm,1,1,3,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0
     Non Farming,38,39,32,39,40,4,21,22,19,38,36,44,48,53,36,70,73,56
South Cotabato,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 49),(n = 40),(n = 9),(n = 49),(n = 48),(n = 1),(n = 60),(n = 51),(n = 9),(n = 60),(n = 49),(n = 11),(n = 60),(n = 54),(n = 6),(n = 60),(n = 48),(n = 12)
Monthly per capita income (₱),5088,5149,3854,2092,2103,1025,2624,2893,1650,3264,3550,1991,15923,15122,23137,13000,13723,12128
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,67,67,66,43,44,13,88,88,100,88,89,76,41,45,14,35,36,32
     Rice Farming - Off Farm,4,4,5,7,7,0,1,1,0,1,1,5,1,1,0,5,5,5
     Other Farming/Fishing - On Farm,6,6,9,11,11,3,0,0,0,1,1,1,6,6,7,3,4,2
     Other Farming/Fishing - Off Farm,0,0,0,1,1,0,1,1,0,0,0,4,9,10,2,1,1,0
     Non Farming,22,23,21,37,37,84,10,11,0,9,9,13,43,37,77,56,54,61
Sultan Kudarat,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 53),(n = 40),(n = 13),(n = 45),(n = 39),(n = 7),(n = 60),(n = 45),(n = 15),(n = 60),(n = 45),(n = 15),(n = 60),(n = 43),(n = 17),(n = 58),(n = 35),(n = 23)
Monthly per capita income (₱),2537,2963,1469,1053,1390,412,3768,2788,6291,3175,3182,765,8671,9212,7305,9229,10334,6288
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,71,76,37,51,51,63,82,75,97,75,80,0,59,63,47,53,59,40
     Rice Farming - Off Farm,7,7,10,6,5,21,2,2,1,3,2,18,0,0,0,4,2,6
     Other Farming/Fishing - On Farm,2,1,11,5,5,0,1,2,0,7,5,41,4,2,9,2,2,2
     Other Farming/Fishing - Off Farm,0,0,0,5,5,1,0,0,0,0,0,5,2,3,1,0,0,0
     Non Farming,19,16,42,33,34,15,15,21,2,15,14,36,34,31,43,42,37,52
Agusan del Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 25),(n = 15),(n = 10),(n = 25),(n = 17),(n = 8),(n = 60),(n = 32),(n = 28),(n = 60),(n = 34),(n = 26),(n = 60),(n = 36),(n = 24),(n = 60),(n = 38),(n = 22)
Monthly per capita income (₱),8094,9933,7819,3514,3944,2601,3308,2372,3837,2683,2892,3615,4174,5294,2995,7178,9925,5861
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,77,74,82,61,60,66,64,58,68,66,73,56,50,50,51,66,78,38
     Rice Farming - Off Farm,0,0,0,0,0,0,2,2,2,2,1,2,1,1,1,2,1,2
     Other Farming/Fishing - On Farm,4,1,9,5,3,13,3,3,3,3,1,5,3,1,9,5,2,12
     Other Farming/Fishing - Off Farm,3,5,0,1,1,1,1,1,0,2,0,4,0,0,0,0,0,0
     Non Farming,16,20,9,32,36,20,31,36,26,28,25,32,46,48,39,27,18,48
Agusan del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 41),(n = 26),(n = 15),(n = 41),(n = 24),(n = 17),(n = 57),(n = 35),(n = 22),(n = 60),(n = 32),(n = 28),(n = 60),(n = 28),(n = 32),(n = 60),(n = 43),(n = 17)
Monthly per capita income (₱),4061,4243,4495,2951,3113,2723,3780,4782,2187,7165,7921,5041,8821,8705,8923,6724,7633,5308
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,57,54,63,53,42,71,60,57,71,70,61,81,62,67,57,67,67,69
     Rice Farming - Off Farm,2,3,1,3,4,3,4,3,5,2,2,1,1,1,1,2,2,1
     Other Farming/Fishing - On Farm,7,2,16,5,6,4,7,8,3,7,10,3,4,4,3,7,6,8
     Other Farming/Fishing - Off Farm,0,1,0,1,2,0,1,1,0,0,0,0,2,2,2,0,0,0
     Non Farming,33,40,20,37,46,21,29,31,21,22,27,15,32,27,37,24,25,22
Lanao Del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 55),(n = 20),(n = 35),(n = 0),(n = 0),(n = 0)
Monthly per capita income (₱),0,0,0,0,0,0,0,0,0,0,0,0,1955,2726,1508,0,0,0
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,0,0,0,0,0,0,0,0,0,0,0,0,39,37,41,0,0,0
     Rice Farming - Off Farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     Other Farming/Fishing - On Farm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
     Other Farming/Fishing - Off Farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     Non Farming,0,0,0,0,0,0,0,0,0,0,0,0,61,62,59,0,0,0
Maguindanao,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 37),(n = 23),(n = 14),(n = 37),(n = 37),(n = 0),(n = 77),(n = 58),(n = 19),(n = 75),(n = 51),(n = 24),(n = 86),(n = 60),(n = 26),(n = 77),(n = 44),(n = 33)
Monthly per capita income (₱),2519,3503,902,938,938,0,2664,3112,1297,2029,2431,1174,10315,11875,6716,10856,10840,10878
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,54,52,73,33,33,0,81,87,42,53,63,11,43,36,74,48,65,26
     Rice Farming - Off Farm,5,6,1,5,5,0,0,0,0,2,2,0,4,4,1,1,1,2
     Other Farming/Fishing - On Farm,9,10,2,11,11,0,6,3,28,15,6,54,4,4,2,4,4,4
     Other Farming/Fishing - Off Farm,1,1,2,7,7,0,1,0,5,3,3,4,0,0,1,0,0,0
     Non Farming,30,32,21,43,43,0,12,10,24,27,26,31,49,55,21,47,30,68
